,strategy,prompt_id,worker,cost,latency,reasoning,actual_verdict,status,selection_status,contenders,worker_worker_id,worker_archetype,worker_total_cores,worker_total_gpus,worker_total_nodes,worker_available_nodes,worker_available_cores,worker_cores_per_node,worker_gpus_per_node,worker_available_gpus,worker_queue_depth,worker_pricing_node,worker_pricing_cpu,worker_pricing_gpu
0,agentic-cost,90,76,0.65,2.420904206112027,Meets all requirements and has the shortest queue.,BUSY,SUCCESS,SelectionStatus.SELECTED,11,76,hpc,1104480.0,8394.0,9204.0,1398.0,167760.0,120.0,6.0,8388.0,7806.0,0.65,0.015,0.16
1,agentic-cost,21,27,473.85,2.100632538087666,"Cluster 27 has a compatible version of networkx pre-installed, making it the best choice despite being busy.",BUSY,SUCCESS,SelectionStatus.SELECTED,3,27,hpc,818448.0,960.0,8024.0,133.0,13614.0,102.0,6.0,798.0,7865.0,0.65,0.015,0.16
2,agentic-cost,15,48,0.65,1.6326447499450296,Cluster 48 has the shortest queue depth and suitable hardware despite requiring the user to install trl.,BUSY,SUCCESS,SelectionStatus.SELECTED,5,48,hpc,684881.0,1647.0,6781.0,548.0,55348.0,101.0,3.0,1644.0,6233.0,0.65,0.015,0.16
3,agentic-cost,86,42,0.65,2.3362911199219525,Both clusters are busy and lack patsy. Selected arbitrarily.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,42,hpc,768200.0,1071.0,7682.0,152.0,15200.0,100.0,7.0,1064.0,7530.0,0.65,0.015,0.16
4,agentic-cost,72,,,2.2773647389840335,All selection strategies failed. AgenticSelector: No clusters have the requested pydantic version and all are busy. Selected cluster 5 since it has the most available cores.,,REJECTED,SelectionStatus.REJECTED,4,,,,,,,,,,,,,,
5,agentic-cost,65,,,2.4903752158861607,All selection strategies failed. AgenticSelector: All clusters are busy; cluster 46 has the lowest reported queue depth.,,REJECTED,SelectionStatus.REJECTED,33,,,,,,,,,,,,,,
6,agentic-cost,27,80,,2.5724404628854245,Best match for GPUs and MPI. Dask installable by the user. Assuming proposal READY status is more accurate than CURRENT status.,BUSY,SUCCESS,SelectionStatus.SELECTED,7,80,hpc,1280000.0,1400.0,10000.0,200.0,25600.0,128.0,7.0,1400.0,9801.0,0.65,0.015,0.16
7,agentic-cost,41,,,1.5382527690380812,All selection strategies failed. AgenticSelector: No cluster proposals received for evaluation.,,REJECTED,SelectionStatus.REJECTED,1,,,,,,,,,,,,,,
8,agentic-cost,52,64,0.65,2.9501480138860643,All clusters are BUSY and lack ClearML. Selected the least busy cluster to minimize time waiting in queue.,BUSY,SUCCESS,SelectionStatus.SELECTED,15,64,hpc,304658.0,3724.0,4117.0,531.0,39359.0,74.0,7.0,3717.0,3586.0,0.65,0.015,0.16
9,agentic-cost,53,100,0.65,1.7019832788500935,"It has all required hardware, software, and a moderate CPU load. Podman, Omnipath, and MPICH are available.",BUSY,SUCCESS,SelectionStatus.SELECTED,38,100,hpc,499467.0,570.0,5741.0,113.0,9831.0,87.0,5.0,565.0,5628.0,0.65,0.015,0.16
10,agentic-cost,94,25,0.65,1.6873295239638537,"Cluster 25 is the best available cluster given the constraints, providing a sufficient number of GPUs per node, albeit not the requested gpcnet version.",BUSY,SUCCESS,SelectionStatus.SELECTED,4,25,hpc,1071720.0,20728.0,8931.0,2590.0,310855.0,120.0,8.0,20720.0,6341.0,0.65,0.015,0.16
11,agentic-cost,33,100,0.65,1.921122832223773,"Matches requested hardware and software. Of the BUSY clusters, it has one of the shortest queues.",BUSY,SUCCESS,SelectionStatus.SELECTED,17,100,hpc,499467.0,570.0,5741.0,112.0,9744.0,87.0,5.0,560.0,5629.0,0.65,0.015,0.16
12,agentic-cost,30,64,0.65,2.7693259571678936,Lowest queue depth and meets all requirements.,BUSY,SUCCESS,SelectionStatus.SELECTED,8,64,hpc,304658.0,3724.0,4117.0,530.0,39285.0,74.0,7.0,3710.0,3587.0,0.65,0.015,0.16
13,agentic-cost,98,2,0.65,1.3026987991761416,Smallest queue depth of the BUSY clusters.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,2,hpc,251328.0,390.0,3927.0,77.0,4962.0,64.0,5.0,385.0,3850.0,0.65,0.015,0.16
14,agentic-cost,5,2,,1.008936668979004,"All clusters are busy, but cluster 2 has the lowest queue depth.",READY,SUCCESS,SelectionStatus.SELECTED,4,2,hpc,251328.0,390.0,3927.0,77.0,4962.0,64.0,5.0,385.0,3851.0,0.65,0.015,0.16
15,agentic-cost,2,9,0.65,4.145406099036336,"Exact rajaperf version, low latency MPI support, and relatively shorter queue.",BUSY,SUCCESS,SelectionStatus.SELECTED,12,9,hpc,489201.0,1254.0,5623.0,417.0,36352.0,87.0,3.0,1251.0,5206.0,0.65,0.015,0.16
16,agentic-cost,35,,,1.6448160470463336,All selection strategies failed. AgenticSelector: No cluster proposals received for evaluation.,,REJECTED,SelectionStatus.REJECTED,1,,,,,,,,,,,,,,
17,agentic-cost,66,78,31.849999999999998,1.849066155962646,All clusters are busy and require manual Flax installation. Cluster 78 has a slightly lower queue depth and suitable network.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,78,hpc,543634.0,2324.0,5974.0,574.0,52280.0,91.0,4.0,2296.0,5394.0,0.65,0.015,0.16
18,agentic-cost,60,64,,1.3208575199823827,"All clusters are BUSY, but cluster 64 has the shortest queue.",BUSY,SUCCESS,SelectionStatus.SELECTED,23,64,hpc,304658.0,3724.0,4117.0,530.0,39285.0,74.0,7.0,3710.0,3588.0,0.65,0.015,0.16
19,agentic-cost,93,,,1.071696569910273,All selection strategies failed. AgenticSelector: No clusters available to evaluate.,,REJECTED,SelectionStatus.REJECTED,1,,,,,,,,,,,,,,
20,agentic-cost,16,,,1.2089597140438855,"All selection strategies failed. AgenticSelector: Cluster is busy, indicating resource contention.",,REJECTED,SelectionStatus.REJECTED,2,,,,,,,,,,,,,,
21,agentic-cost,67,10,0.65,1.4561061619315296,"Matches the requested MAGMA version and has the required number of GPUs (8) per node, despite being busy. Cluster 68 only has 6 GPUs per node.",BUSY,SUCCESS,SelectionStatus.SELECTED,2,10,hpc,1255776.0,12200.0,9888.0,1524.0,193615.0,127.0,8.0,12192.0,8364.0,0.65,0.015,0.16
22,agentic-cost,4,100,0.65,1.4782890679780394,"Shortest queue, pymatgen available, and has the required GPUs.",BUSY,SUCCESS,SelectionStatus.SELECTED,4,100,hpc,499467.0,570.0,5741.0,111.0,9657.0,87.0,5.0,555.0,5630.0,0.65,0.015,0.16
23,agentic-cost,18,,,2.1575036458671093,All selection strategies failed. AgenticSelector: No READY clusters found. Cluster 59 is selected as it has higher available cores despite being busy.,,REJECTED,SelectionStatus.REJECTED,3,,,,,,,,,,,,,,
24,agentic-cost,83,2,2.6,1.9502808640245348,Flask 3.6.2 is pre-installed in a conda environment. Other clusters are busy and require user to install Flask.,BUSY,SUCCESS,SelectionStatus.SELECTED,7,2,hpc,251328.0,390.0,3927.0,75.0,4834.0,64.0,5.0,375.0,3852.0,0.65,0.015,0.16
25,agentic-cost,97,1,0.65,1.909462384879589,"Cluster 1 has the best combination of requested resources and availability, despite being BUSY.",BUSY,SUCCESS,SelectionStatus.SELECTED,35,1,hpc,638911.0,4734.0,7021.0,788.0,71708.0,91.0,6.0,4728.0,6233.0,0.65,0.015,0.16
26,agentic-cost,84,54,0.65,1.8869999069720507,Only cluster with scanpy 3.7.4 available and has the lowest queue depth.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,54,hpc,1121456.0,1504.0,9424.0,187.0,22253.0,119.0,8.0,1496.0,9237.0,0.65,0.015,0.16
27,agentic-cost,73,64,0.65,3.7545869080349803,IOR (<= 3.1.5) and H100 GPUs are available with the shortest queue.,BUSY,SUCCESS,SelectionStatus.SELECTED,22,64,hpc,304658.0,3724.0,4117.0,529.0,39211.0,74.0,7.0,3703.0,3589.0,0.65,0.015,0.16
28,agentic-cost,22,74,0.65,1.6737191861029714,Lowest queue depth of all BUSY clusters and supports OpenMPI with UCX for low latency. User must install horovod.,BUSY,SUCCESS,SelectionStatus.SELECTED,8,74,hpc,1102800.0,7376.0,9190.0,921.0,110520.0,120.0,8.0,7368.0,8269.0,0.65,0.015,0.16
29,agentic-cost,79,7,0.65,1.3862707300577313,"Cluster 7 is less busy than other two clusters, and also comes with Horovod already available.",BUSY,SUCCESS,SelectionStatus.SELECTED,3,7,hpc,1112274.0,1092.0,9117.0,181.0,22082.0,122.0,6.0,1086.0,8936.0,0.65,0.015,0.16
30,agentic-cost,56,42,5.2,1.8836087349336594,"Closest GPU match and Magma version available, despite being BUSY.",BUSY,SUCCESS,SelectionStatus.SELECTED,3,42,hpc,768200.0,1071.0,7682.0,150.0,15000.0,100.0,7.0,1050.0,7531.0,0.65,0.015,0.16
31,agentic-cost,89,25,765196.25,1.6780107719823718,Meets software and hardware requirements with the lowest queue depth.,BUSY,SUCCESS,SelectionStatus.SELECTED,9,25,hpc,1071720.0,20728.0,8931.0,1505.0,180655.0,120.0,8.0,12040.0,6342.0,0.65,0.015,0.16
32,agentic-cost,43,79,,1.6202138040680438,"Best GPU match and low latency MPI, pending h5py installation.",BUSY,SUCCESS,SelectionStatus.SELECTED,2,79,hpc,748604.0,2556.0,7268.0,426.0,43896.0,103.0,6.0,2556.0,6843.0,0.65,0.015,0.16
33,agentic-cost,87,,,0.857835607137531,All selection strategies failed. AgenticSelector: Cluster is too busy.,,REJECTED,SelectionStatus.REJECTED,1,,,,,,,,,,,,,,
34,agentic-cost,45,28,,1.2237160978838801,All clusters are busy. Cluster 28 has the shortest queue depth.,BUSY,SUCCESS,SelectionStatus.SELECTED,4,28,hpc,808562.0,11557.0,7418.0,1651.0,180026.0,109.0,7.0,11557.0,5768.0,0.65,0.015,0.16
35,agentic-cost,11,66,13456625.0,1.7887948260176927,Closest match to the request in terms of available GPUs. DVC can be installed via conda. All clusters are currently busy.,BUSY,SUCCESS,SelectionStatus.SELECTED,4,66,hpc,919255.0,6420.0,8135.0,-3480.0,-393240.0,113.0,6.0,-20880.0,7066.0,0.65,0.015,0.16
36,agentic-cost,57,98,0.65,1.803188922116533,"Both clusters are BUSY and meet the hardware requirements, but cluster 98 has a shorter queue.",BUSY,SUCCESS,SelectionStatus.SELECTED,2,98,hpc,602164.0,4158.0,6406.0,692.0,65048.0,94.0,6.0,4152.0,5714.0,0.65,0.015,0.16
