,strategy,prompt_id,worker,cost,latency,reasoning,actual_verdict,status,selection_status,contenders,worker_worker_id,worker_archetype,worker_total_cores,worker_total_gpus,worker_total_nodes,worker_available_nodes,worker_available_cores,worker_cores_per_node,worker_gpus_per_node,worker_available_gpus,worker_queue_depth,worker_pricing_node,worker_pricing_cpu,worker_pricing_gpu
0,agentic-cost,55,45,16226.6,2.327581988880411,"Cluster 45 has the correct stream version, GPUs, low latency MPI support and a lower queue depth than other busy clusters.",BUSY,SUCCESS,SelectionStatus.SELECTED,15,45,hpc,991300.0,8148.0,8620.0,1006.0,115690.0,115.0,7.0,7042.0,7457.0,0.65,0.015,0.16
1,agentic-cost,4,100,0.65,2.2544706200715154,Shortest queue and pymatgen is available in multiple conda environments.,BUSY,SUCCESS,SelectionStatus.SELECTED,4,100,hpc,499467.0,570.0,5741.0,113.0,9831.0,87.0,5.0,565.0,5628.0,0.65,0.015,0.16
2,agentic-cost,64,98,156702.65000000002,1.5280373620335013,Cluster is READY and meets all requirements: correct torchvision version and sufficient resources.,BUSY,SUCCESS,SelectionStatus.SELECTED,6,98,hpc,602164.0,4158.0,6406.0,202.0,18988.0,94.0,6.0,1212.0,5714.0,0.65,0.015,0.16
3,agentic-cost,53,100,0.65,1.912623998010531,"Matches all requirements, has podman, omnipath, nfs, low latency MPICH via OFI and is immediately available.",BUSY,SUCCESS,SelectionStatus.SELECTED,38,100,hpc,499467.0,570.0,5741.0,112.0,9744.0,87.0,5.0,560.0,5629.0,0.65,0.015,0.16
4,agentic-cost,18,2,3920758.4000000004,1.5272552950773388,"Cluster 2 has the required Cython version pre-installed, adequate node and GPU count, and low latency MPI support.  It is the closest to meeting all requirements immediately.",BUSY,SUCCESS,SelectionStatus.SELECTED,3,2,hpc,251328.0,390.0,3927.0,-2378.0,-152158.0,64.0,5.0,-11890.0,3850.0,0.65,0.015,0.16
5,agentic-cost,15,48,0.65,1.3741677838843316,All clusters are busy and do not have trl installed. Cluster 48 has the shortest queue.,BUSY,SUCCESS,SelectionStatus.SELECTED,5,48,hpc,684881.0,1647.0,6781.0,548.0,55348.0,101.0,3.0,1644.0,6233.0,0.65,0.015,0.16
6,agentic-cost,20,67,9994.400000000001,1.428863069973886,Cluster 67 is READY and has better queue depth than the alternatives.,BUSY,SUCCESS,SelectionStatus.SELECTED,15,67,cloud,11392.0,340.0,178.0,46.0,2982.0,64.0,2.0,92.0,9.0,1.5,0.08,1.49
7,agentic-cost,67,10,0.65,1.7231544938404113,"Although BUSY, this is the only cluster that matches the resources requested by the user.",BUSY,SUCCESS,SelectionStatus.SELECTED,2,10,hpc,1255776.0,12200.0,9888.0,1524.0,193615.0,127.0,8.0,12192.0,8364.0,0.65,0.015,0.16
8,agentic-cost,76,44,624.6500000000001,1.5730744400061667,Lowest queue depth and provides MPICH over Omnipath. Lower queue depth increases likelihood of quicker resource availability.,BUSY,SUCCESS,SelectionStatus.SELECTED,8,44,hpc,629424.0,2244.0,6696.0,717.0,67441.0,94.0,3.0,2151.0,5949.0,0.65,0.015,0.16
9,agentic-cost,19,78,0.65,1.4369121310301125,"Only option available that matches hardware and software requirements, despite being BUSY.",BUSY,SUCCESS,SelectionStatus.SELECTED,1,78,hpc,543634.0,2324.0,5974.0,580.0,52826.0,91.0,4.0,2320.0,5394.0,0.65,0.015,0.16
