,strategy,prompt_id,worker,cost,latency,reasoning,actual_verdict,status,selection_status,contenders,worker_worker_id,worker_archetype,worker_total_cores,worker_total_gpus,worker_total_nodes,worker_available_nodes,worker_available_cores,worker_cores_per_node,worker_gpus_per_node,worker_available_gpus,worker_queue_depth,worker_pricing_node,worker_pricing_cpu,worker_pricing_gpu
0,soonest,19,78,0.65,0.00041310698725283146,Smallest queue depth: 5393 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,78,hpc,543634,2324,5974,580,52826,91,4,2320,5394,0.65,0.015,0.16
1,soonest,82,98,0.65,0.0003909741062670946,Smallest queue depth: 5713 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,98,hpc,602164,4158,6406,692,65048,94,6,4152,5714,0.65,0.015,0.16
2,soonest,38,77,,0.00024667009711265564,Smallest queue depth: 0 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,77,standalone,16,0,1,1,11,16,0,0,1,0.12,0.01,0.44
3,soonest,36,4,,0.0003722989931702614,Smallest queue depth: 0 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,12,4,standalone,24,0,1,1,17,24,0,0,1,0.12,0.01,0.44
4,soonest,76,90,1441.5,0.00028807902708649635,Smallest queue depth: 39 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,8,90,cloud,8384,92,131,61,3922,64,1,61,40,1.5,0.08,1.49
5,soonest,28,52,,0.00028268806636333466,Smallest queue depth: 0 jobs.,READY,SUCCESS,SelectionStatus.SELECTED,3,52,standalone,24,0,1,1,14,24,0,0,1,0.12,0.01,0.44
6,soonest,9,64,,0.00034749205224215984,Smallest queue depth: 3585 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,9,64,hpc,304658,3724,4117,532,39433,74,7,3724,3586,0.65,0.015,0.16
7,soonest,5,35,,0.0003127551171928644,Smallest queue depth: 0 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,4,35,standalone,26,0,1,1,23,26,0,0,1,0.12,0.01,0.44
8,soonest,18,2,3920758.4000000004,0.00029210583306849003,Smallest queue depth: 3849 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,2,hpc,251328,390,3927,-2378,-152158,64,5,-11890,3850,0.65,0.015,0.16
9,soonest,75,97,0.65,0.00023880484513938427,Smallest queue depth: 5295 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,5,97,hpc,717600,8025,6900,1604,166831,104,5,8020,5296,0.65,0.015,0.16
10,soonest,20,26,23064.0,0.0002775178290903568,Smallest queue depth: 1 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,15,26,cloud,8384,130,131,6,402,64,1,6,2,1.5,0.08,1.49
11,soonest,55,86,16226.6,0.0002372909802943468,Smallest queue depth: 4490 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,15,86,hpc,687888,9016,6744,2096,213812,102,4,8384,4491,0.65,0.015,0.16
12,soonest,34,1,0.65,0.00016992399469017982,Smallest queue depth: 6232 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,1,hpc,638911,4734,7021,788,71708,91,6,4728,6233,0.65,0.015,0.16
13,soonest,33,64,0.65,0.0005859760567545891,Smallest queue depth: 3586 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,17,64,hpc,304658,3724,4117,531,39359,74,7,3717,3587,0.65,0.015,0.16
14,soonest,25,50,,0.00033224280923604965,Smallest queue depth: 24 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,6,50,cloud,7744,0,121,97,6231,64,0,0,25,1.5,0.08,1.49
15,soonest,66,78,31.849999999999998,0.0004610070027410984,Smallest queue depth: 5394 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,78,hpc,543634,2324,5974,573,52189,91,4,2292,5395,0.65,0.015,0.16
16,soonest,4,78,0.65,0.00022741290740668774,Smallest queue depth: 5395 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,4,78,hpc,543634,2324,5974,572,52098,91,4,2288,5396,0.65,0.015,0.16
17,soonest,47,27,0.65,0.00022119097411632538,Smallest queue depth: 7864 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,27,hpc,818448,960,8024,159,16266,102,6,954,7865,0.65,0.015,0.16
18,soonest,1,19,,0.0002630408853292465,Smallest queue depth: 0 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,4,19,standalone,20,0,1,1,7,20,0,0,1,0.12,0.01,0.44
19,soonest,60,73,,0.000367861008271575,Smallest queue depth: 39 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,23,73,cloud,8128,0,127,88,5676,64,0,0,40,1.5,0.08,1.49
20,soonest,98,2,0.65,0.0002740919589996338,Smallest queue depth: 3850 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,2,hpc,251328,390,3927,-2379,-152222,64,5,-11895,3851,0.65,0.015,0.16
21,soonest,58,78,0.65,0.0003730109892785549,Smallest queue depth: 5396 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,78,hpc,543634,2324,5974,571,52007,91,4,2284,5397,0.65,0.015,0.16
22,soonest,21,79,473.85,0.0004685218445956707,Smallest queue depth: 6842 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,79,hpc,748604,2556,7268,399,41115,103,6,2394,6843,0.65,0.015,0.16
23,soonest,30,64,0.65,0.0005326240789145231,Smallest queue depth: 3587 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,8,64,hpc,304658,3724,4117,530,39285,74,7,3710,3588,0.65,0.015,0.16
24,soonest,62,64,29767.399999999998,0.0005564489401876926,Smallest queue depth: 3588 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,9,64,hpc,304658,3724,4117,316,23449,74,7,2212,3589,0.65,0.015,0.16
25,soonest,79,16,0.65,0.0004963760729879141,Smallest queue depth: 6589 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,16,hpc,1002588,10270,8643,2053,238235,116,5,10265,6590,0.65,0.015,0.16
26,soonest,39,64,,0.000612426083534956,Smallest queue depth: 3589 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,34,64,hpc,304658,3724,4117,316,23449,74,7,2212,3590,0.65,0.015,0.16
27,soonest,81,72,,0.0003811749629676342,Smallest queue depth: 10 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,16,72,cloud,2624,0,41,31,1987,64,0,0,11,1.5,0.08,1.49
28,soonest,63,97,20594.600000000002,0.00042060110718011856,Smallest queue depth: 5296 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,97,hpc,717600,8025,6900,1426,148319,104,5,7130,5297,0.65,0.015,0.16
29,soonest,49,80,48089.600000000006,0.00039472198113799095,Smallest queue depth: 9800 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,80,hpc,1280000,1400,10000,-72,-9216,128,7,-504,9801,0.65,0.015,0.16
30,soonest,23,5,0.65,0.000315279932692647,Smallest queue depth: 5947 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,5,hpc,654624,5232,6819,871,83621,96,6,5226,5948,0.65,0.015,0.16
31,soonest,42,5,0.65,0.000331551069393754,Smallest queue depth: 5948 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,5,5,hpc,654624,5232,6819,870,83525,96,6,5220,5949,0.65,0.015,0.16
32,soonest,52,89,0.65,0.00030334782786667347,Smallest queue depth: 70 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,15,89,cloud,8704,66,136,65,4201,64,1,65,71,1.5,0.08,1.49
33,soonest,90,64,0.65,0.00032836594618856907,Smallest queue depth: 3590 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,11,64,hpc,304658,3724,4117,315,23375,74,7,2205,3591,0.65,0.015,0.16
34,soonest,16,3,,0.0002371219452470541,Smallest queue depth: 14 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,3,cloud,1792,0,28,14,922,64,0,0,15,1.5,0.08,1.49
35,soonest,56,82,5.2,0.0002937391400337219,Smallest queue depth: 5543 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,82,hpc,497728,113,5656,105,9240,88,1,105,5544,0.65,0.015,0.16
36,soonest,32,64,0.65,0.00034208199940621853,Smallest queue depth: 3591 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,18,64,hpc,304658,3724,4117,314,23301,74,7,2198,3592,0.65,0.015,0.16
37,soonest,93,18,,0.0002480919938534498,Smallest queue depth: 7 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,18,cloud,704,0,11,4,309,64,0,0,8,1.5,0.08,1.49
38,soonest,92,96,,0.0003043489996343851,Smallest queue depth: 5576 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,96,hpc,687456,8208,6944,1368,135432,99,6,8208,5577,0.65,0.015,0.16
39,soonest,27,2,,0.00030496111139655113,Smallest queue depth: 3851 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,7,2,hpc,251328,390,3927,-2379,-152222,64,5,-11895,3852,0.65,0.015,0.16
40,soonest,51,64,,0.00035370304249227047,Smallest queue depth: 3592 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,33,64,hpc,304658,3724,4117,314,23301,74,7,2198,3593,0.65,0.015,0.16
41,soonest,35,82,,0.0002216820139437914,Smallest queue depth: 5544 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,82,hpc,497728,113,5656,105,9240,88,1,105,5545,0.65,0.015,0.16
42,soonest,83,2,2.6,0.00027320091612637043,Smallest queue depth: 3852 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,7,2,hpc,251328,390,3927,-2381,-152350,64,5,-11905,3853,0.65,0.015,0.16
43,soonest,72,86,144809.6,0.00024684006348252296,Smallest queue depth: 4491 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,4,86,hpc,687888,9016,6744,1624,165668,102,4,6496,4492,0.65,0.015,0.16
44,soonest,13,64,,0.00033253408037126064,Smallest queue depth: 3593 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,21,64,hpc,304658,3724,4117,314,23301,74,7,2198,3594,0.65,0.015,0.16
45,soonest,6,79,0.65,0.00027033500373363495,Smallest queue depth: 6843 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,79,hpc,748604,2556,7268,398,41012,103,6,2388,6844,0.65,0.015,0.16
46,soonest,74,64,1511656.25,0.0003728899173438549,Smallest queue depth: 3594 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,26,64,hpc,304658,3724,4117,-1211,-89549,74,7,-8477,3595,0.65,0.015,0.16
