,strategy,prompt_id,worker,cost,latency,reasoning,actual_verdict,status,selection_status,contenders,worker_worker_id,worker_archetype,worker_total_cores,worker_total_gpus,worker_total_nodes,worker_available_nodes,worker_available_cores,worker_cores_per_node,worker_gpus_per_node,worker_available_gpus,worker_queue_depth,worker_pricing_node,worker_pricing_cpu,worker_pricing_gpu
0,soonest,18,2,3920758.4000000004,0.00026596197858452797,Smallest queue depth: 3849 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,2,hpc,251328,390,3927,-2378,-152158,64,5,-11890,3850,0.65,0.015,0.16
1,soonest,25,50,,0.00026719504967331886,Smallest queue depth: 24 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,6,50,cloud,7744,0,121,97,6231,64,0,0,25,1.5,0.08,1.49
2,soonest,15,64,0.65,0.00018184003420174122,Smallest queue depth: 3585 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,5,64,hpc,304658,3724,4117,531,39359,74,7,3717,3586,0.65,0.015,0.16
3,soonest,92,96,,0.00027416786178946495,Smallest queue depth: 5576 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,96,hpc,687456,8208,6944,1368,135432,99,6,8208,5577,0.65,0.015,0.16
4,soonest,4,78,0.65,0.00023619504645466805,Smallest queue depth: 5393 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,4,78,hpc,543634,2324,5974,580,52826,91,4,2320,5394,0.65,0.015,0.16
5,soonest,89,2,765196.25,0.0003739488311111927,Smallest queue depth: 3850 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,9,2,hpc,251328,390,3927,-3463,-221598,64,5,-17315,3851,0.65,0.015,0.16
6,soonest,79,16,0.65,0.00017694011330604553,Smallest queue depth: 6589 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,16,hpc,1002588,10270,8643,2053,238235,116,5,10265,6590,0.65,0.015,0.16
7,soonest,37,88,5.8500000000000005,0.00021089613437652588,Smallest queue depth: 9 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,12,88,cloud,960,0,15,3,222,64,0,0,10,1.5,0.08,1.49
8,soonest,53,64,0.65,0.0004213710781186819,Smallest queue depth: 3586 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,38,64,hpc,304658,3724,4117,530,39285,74,7,3710,3587,0.65,0.015,0.16
9,soonest,63,97,20594.600000000002,0.0002787660341709852,Smallest queue depth: 5295 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,97,hpc,717600,8025,6900,1427,148423,104,5,7135,5296,0.65,0.015,0.16
10,soonest,84,100,0.65,0.0001975910272449255,Smallest queue depth: 5627 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,100,hpc,499467,570,5741,113,9831,87,5,565,5628,0.65,0.015,0.16
11,soonest,73,64,0.65,0.00030703097581863403,Smallest queue depth: 3587 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,22,64,hpc,304658,3724,4117,529,39211,74,7,3703,3588,0.65,0.015,0.16
12,soonest,5,35,,0.0002019589301198721,Smallest queue depth: 0 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,4,35,standalone,26,0,1,1,23,26,0,0,1,0.12,0.01,0.44
13,soonest,10,86,5776134.65,0.00018745101988315582,Smallest queue depth: 4490 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,86,hpc,687888,9016,6744,-727,-74134,102,4,-2908,4491,0.65,0.015,0.16
