,strategy,prompt_id,worker,cost,latency,reasoning,actual_verdict,status,selection_status,contenders,worker_worker_id,worker_archetype,worker_total_cores,worker_total_gpus,worker_total_nodes,worker_available_nodes,worker_available_cores,worker_cores_per_node,worker_gpus_per_node,worker_available_gpus,worker_queue_depth,worker_pricing_node,worker_pricing_cpu,worker_pricing_gpu
0,agentic,51,54,,2.6387291660066694,The cluster has the shortest queue depth while still providing the requested hardware and software.,BUSY,SUCCESS,SelectionStatus.SELECTED,33,54,hpc,1121456.0,1504.0,9424.0,188.0,22372.0,119.0,8.0,1504.0,9237.0,0.65,0.015,0.16
1,agentic,5,2,,1.8340836851857603,"Lowest queue depth among BUSY clusters, and sufficient resources.",BUSY,SUCCESS,SelectionStatus.SELECTED,4,2,hpc,251328.0,390.0,3927.0,78.0,5026.0,64.0,5.0,390.0,3850.0,0.65,0.015,0.16
2,agentic,97,41,0.65,1.775341304950416,Best match with requested hardware and user managed mvapich2 via singularity.,BUSY,SUCCESS,SelectionStatus.SELECTED,35,41,hpc,1271296.0,6040.0,9932.0,754.0,96512.0,128.0,8.0,6032.0,9178.0,0.65,0.015,0.16
3,agentic,14,76,,2.0193067381624132,"Both 54 and 76 report READY status, but are ACTUALLY busy. 76 has lower queue depth than 54, so is likely to be slightly faster.",BUSY,SUCCESS,SelectionStatus.SELECTED,17,76,hpc,1104480.0,8394.0,9204.0,1399.0,167880.0,120.0,6.0,8394.0,7806.0,0.65,0.015,0.16
4,agentic,62,97,29767.399999999998,4.1829473588149995,"Cluster 97 has the required software and sufficient resources, and it has the lowest queue depth compared to other busy clusters that meet the requirements.",BUSY,SUCCESS,SelectionStatus.SELECTED,9,97,hpc,717600.0,8025.0,6900.0,1391.0,144679.0,104.0,5.0,6955.0,5296.0,0.65,0.015,0.16
5,agentic,86,42,0.65,1.9501342689618468,Smaller queue depth and confirmation of available GPUs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,42,hpc,768200.0,1071.0,7682.0,152.0,15200.0,100.0,7.0,1064.0,7530.0,0.65,0.015,0.16
6,agentic,21,27,473.85,1.3322871471755207,"Cluster 27 has networkx pre-installed in a compatible version and has sufficient resources, although it is currently busy.",BUSY,SUCCESS,SelectionStatus.SELECTED,3,27,hpc,818448.0,960.0,8024.0,133.0,13614.0,102.0,6.0,798.0,7865.0,0.65,0.015,0.16
7,agentic,48,,,1.0878342939540744,All selection strategies failed. AgenticSelector: No clusters available to evaluate.,,REJECTED,SelectionStatus.REJECTED,1,,,,,,,,,,,,,,
8,agentic,64,98,156702.65000000002,2.6815787840168923,"Reported to have the requested torchvision version, though the cluster is BUSY.",BUSY,SUCCESS,SelectionStatus.SELECTED,6,98,hpc,602164.0,4158.0,6406.0,202.0,18988.0,94.0,6.0,1212.0,5714.0,0.65,0.015,0.16
9,agentic,60,64,,4.044273908017203,Cluster 64 is the least busy of the clusters that meet the hardware requirements.,BUSY,SUCCESS,SelectionStatus.SELECTED,23,64,hpc,304658.0,3724.0,4117.0,532.0,39433.0,74.0,7.0,3724.0,3586.0,0.65,0.015,0.16
10,agentic,31,64,0.65,6.7703173600602895,Cluster 64 is the best option with a low queue depth and fulfills the requirements.,BUSY,SUCCESS,SelectionStatus.SELECTED,31,64,hpc,304658.0,3724.0,4117.0,531.0,39359.0,74.0,7.0,3717.0,3587.0,0.65,0.015,0.16
