,strategy,prompt_id,worker,cost,latency,reasoning,actual_verdict,status,selection_status,contenders,worker_worker_id,worker_archetype,worker_total_cores,worker_total_gpus,worker_total_nodes,worker_available_nodes,worker_available_cores,worker_cores_per_node,worker_gpus_per_node,worker_available_gpus,worker_queue_depth,worker_pricing_node,worker_pricing_cpu,worker_pricing_gpu
0,queue-depth,40,64,,0.0005899609532207251,Least busy compatible worker found. Queue Depth: 3585 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,34,64,hpc,304658,3724,4117,532,39433,74,7,3724,3586,0.65,0.015,0.16
1,queue-depth,6,79,0.65,0.00021853880025446415,Least busy compatible worker found. Queue Depth: 6842 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,79,hpc,748604,2556,7268,425,43793,103,6,2550,6843,0.65,0.015,0.16
2,queue-depth,19,78,0.65,0.00017532589845359325,Least busy compatible worker found. Queue Depth: 5393 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,78,hpc,543634,2324,5974,580,52826,91,4,2320,5394,0.65,0.015,0.16
3,queue-depth,97,64,0.65,0.00047904811799526215,Least busy compatible worker found. Queue Depth: 3586 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,35,64,hpc,304658,3724,4117,531,39359,74,7,3717,3587,0.65,0.015,0.16
4,queue-depth,76,90,624.6500000000001,0.00024157296866178513,Least busy compatible worker found. Queue Depth: 39 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,8,90,cloud,8384,92,131,61,3922,64,1,61,40,1.5,0.08,1.49
5,queue-depth,24,98,0.65,0.0001763780601322651,Least busy compatible worker found. Queue Depth: 5713 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,98,hpc,602164,4158,6406,692,65048,94,6,4152,5714,0.65,0.015,0.16
6,queue-depth,71,6,,0.00024193408899009228,Least busy compatible worker found. Queue Depth: 0 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,11,6,standalone,30,0,1,1,16,30,0,0,1,0.12,0.01,0.44
7,queue-depth,63,97,20594.600000000002,0.0004387109074741602,Least busy compatible worker found. Queue Depth: 5295 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,97,hpc,717600,8025,6900,1427,148423,104,5,7135,5296,0.65,0.015,0.16
8,queue-depth,4,78,0.65,0.0002166649792343378,Least busy compatible worker found. Queue Depth: 5394 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,4,78,hpc,543634,2324,5974,579,52735,91,4,2316,5395,0.65,0.015,0.16
9,queue-depth,48,23,1.5,0.00017906399443745613,Least busy compatible worker found. Queue Depth: 18 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,23,cloud,7680,102,120,101,6517,64,1,101,19,1.5,0.08,1.49
10,queue-depth,98,2,0.65,0.00025253393687307835,Least busy compatible worker found. Queue Depth: 3849 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,2,hpc,251328,390,3927,77,4962,64,5,385,3850,0.65,0.015,0.16
11,queue-depth,21,79,473.85,0.0002333768643438816,Least busy compatible worker found. Queue Depth: 6843 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,79,hpc,748604,2556,7268,398,41012,103,6,2388,6844,0.65,0.015,0.16
12,queue-depth,22,20,0.65,0.00023726513609290123,Least busy compatible worker found. Queue Depth: 5230 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,8,20,hpc,432683,1235,5477,246,19434,79,5,1230,5231,0.65,0.015,0.16
13,queue-depth,32,64,0.65,0.000305945985019207,Least busy compatible worker found. Queue Depth: 3587 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,18,64,hpc,304658,3724,4117,530,39285,74,7,3710,3588,0.65,0.015,0.16
14,queue-depth,34,1,0.65,0.0002921908162534237,Least busy compatible worker found. Queue Depth: 6232 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,1,hpc,638911,4734,7021,788,71708,91,6,4728,6233,0.65,0.015,0.16
15,queue-depth,18,2,3920758.4000000004,0.00018874113447964191,Least busy compatible worker found. Queue Depth: 3850 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,2,hpc,251328,390,3927,-2379,-152222,64,5,-11895,3851,0.65,0.015,0.16
16,queue-depth,10,86,5776134.65,0.000191026134416461,Least busy compatible worker found. Queue Depth: 4490 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,86,hpc,687888,9016,6744,-727,-74134,102,4,-2908,4491,0.65,0.015,0.16
17,queue-depth,43,73,,0.00022850790992379189,Least busy compatible worker found. Queue Depth: 39 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,73,cloud,8128,0,127,88,5676,64,0,0,40,1.5,0.08,1.49
18,queue-depth,33,64,0.65,0.0003087320365011692,Least busy compatible worker found. Queue Depth: 3588 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,17,64,hpc,304658,3724,4117,529,39211,74,7,3703,3589,0.65,0.015,0.16
19,queue-depth,73,64,0.65,0.0004158872179687023,Least busy compatible worker found. Queue Depth: 3589 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,22,64,hpc,304658,3724,4117,528,39137,74,7,3696,3590,0.65,0.015,0.16
20,queue-depth,0,94,0.65,0.00021902984008193016,Least busy compatible worker found. Queue Depth: 6457 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,94,hpc,761900,9296,7619,1161,116100,100,8,9288,6458,0.65,0.015,0.16
21,queue-depth,15,64,0.65,0.00022466108202934265,Least busy compatible worker found. Queue Depth: 3590 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,5,64,hpc,304658,3724,4117,527,39063,74,7,3689,3591,0.65,0.015,0.16
22,queue-depth,82,98,0.65,0.00019926205277442932,Least busy compatible worker found. Queue Depth: 5714 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,98,hpc,602164,4158,6406,691,64954,94,6,4146,5715,0.65,0.015,0.16
23,queue-depth,3,86,0.65,0.00039708102121949196,Least busy compatible worker found. Queue Depth: 4491 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,18,86,hpc,687888,9016,6744,-728,-74236,102,4,-2912,4492,0.65,0.015,0.16
24,queue-depth,67,10,0.65,0.0002664499916136265,Least busy compatible worker found. Queue Depth: 8363 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,10,hpc,1255776,12200,9888,1524,193615,127,8,12192,8364,0.65,0.015,0.16
25,queue-depth,89,2,765196.25,0.00043906085193157196,Least busy compatible worker found. Queue Depth: 3851 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,9,2,hpc,251328,390,3927,-3464,-221662,64,5,-17320,3852,0.65,0.015,0.16
26,queue-depth,35,82,,0.00039335410110652447,Least busy compatible worker found. Queue Depth: 5543 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,82,hpc,497728,113,5656,113,9944,88,1,113,5544,0.65,0.015,0.16
27,queue-depth,94,97,1.3,0.00036096200346946716,Least busy compatible worker found. Queue Depth: 5296 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,4,97,hpc,717600,8025,6900,1425,148215,104,5,7125,5297,0.65,0.015,0.16
28,queue-depth,66,78,31.849999999999998,0.0003898779395967722,Least busy compatible worker found. Queue Depth: 5395 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,78,hpc,543634,2324,5974,572,52098,91,4,2288,5396,0.65,0.015,0.16
29,queue-depth,50,83,78.65,0.0004082729574292898,Least busy compatible worker found. Queue Depth: 5221 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,6,83,hpc,451752,785,5378,146,12264,84,5,730,5222,0.65,0.015,0.16
30,queue-depth,14,64,,0.0005631700623780489,Least busy compatible worker found. Queue Depth: 3591 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,17,64,hpc,304658,3724,4117,527,39063,74,7,3689,3592,0.65,0.015,0.16
31,queue-depth,55,86,16226.6,0.0004506940022110939,Least busy compatible worker found. Queue Depth: 4492 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,15,86,hpc,687888,9016,6744,-886,-90352,102,4,-3544,4493,0.65,0.015,0.16
32,queue-depth,60,73,,0.00038079009391367435,Least busy compatible worker found. Queue Depth: 40 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,23,73,cloud,8128,0,127,88,5676,64,0,0,41,1.5,0.08,1.49
33,queue-depth,79,16,0.65,0.0001753771211951971,Least busy compatible worker found. Queue Depth: 6589 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,16,hpc,1002588,10270,8643,2053,238235,116,5,10265,6590,0.65,0.015,0.16
34,queue-depth,31,64,0.65,0.0004138730000704527,Least busy compatible worker found. Queue Depth: 3592 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,31,64,hpc,304658,3724,4117,526,38989,74,7,3682,3593,0.65,0.015,0.16
35,queue-depth,70,68,13106.6,0.00015258300118148327,Least busy compatible worker found. Queue Depth: 8800 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,68,hpc,1212498,4938,9623,681,85877,126,6,4086,8801,0.65,0.015,0.16
36,queue-depth,61,21,0.12,0.00018042582087218761,Least busy compatible worker found. Queue Depth: 0 jobs.,READY,SUCCESS,SelectionStatus.SELECTED,18,21,standalone,20,0,1,0,-10,20,0,0,1,0.12,0.01,0.44
