,strategy,prompt_id,worker,cost,latency,reasoning,actual_verdict,status,selection_status,contenders,worker_worker_id,worker_archetype,worker_total_cores,worker_total_gpus,worker_total_nodes,worker_available_nodes,worker_available_cores,worker_cores_per_node,worker_gpus_per_node,worker_available_gpus,worker_queue_depth,worker_pricing_node,worker_pricing_cpu,worker_pricing_gpu
0,queue-depth,94,97,1.3,0.00034721195697784424,Least busy compatible worker found. Queue Depth: 5295 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,4,97,hpc,717600,8025,6900,1603,166727,104,5,8015,5296,0.65,0.015,0.16
1,queue-depth,93,18,,0.0002865858841687441,Least busy compatible worker found. Queue Depth: 7 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,18,cloud,704,0,11,4,309,64,0,0,8,1.5,0.08,1.49
2,queue-depth,46,46,4056.65,0.00029179593548178673,Least busy compatible worker found. Queue Depth: 8146 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,46,hpc,1002456,2954,8568,343,40131,117,7,2401,8147,0.65,0.015,0.16
3,queue-depth,22,20,0.65,0.00036727008409798145,Least busy compatible worker found. Queue Depth: 5230 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,8,20,hpc,432683,1235,5477,246,19434,79,5,1230,5231,0.65,0.015,0.16
4,queue-depth,1,19,,0.00027680699713528156,Least busy compatible worker found. Queue Depth: 0 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,4,19,standalone,20,0,1,1,7,20,0,0,1,0.12,0.01,0.44
5,queue-depth,52,89,0.65,0.00040412996895611286,Least busy compatible worker found. Queue Depth: 70 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,15,89,cloud,8704,66,136,65,4201,64,1,65,71,1.5,0.08,1.49
6,queue-depth,34,1,0.65,0.0002741620410233736,Least busy compatible worker found. Queue Depth: 6232 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,1,hpc,638911,4734,7021,788,71708,91,6,4728,6233,0.65,0.015,0.16
7,queue-depth,74,64,1511656.25,0.0004970470909029245,Least busy compatible worker found. Queue Depth: 3585 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,26,64,hpc,304658,3724,4117,-993,-73417,74,7,-6951,3586,0.65,0.015,0.16
8,queue-depth,33,64,0.65,0.0004110329318791628,Least busy compatible worker found. Queue Depth: 3586 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,17,64,hpc,304658,3724,4117,-994,-73491,74,7,-6958,3587,0.65,0.015,0.16
9,queue-depth,87,78,0.65,0.0002783401869237423,Least busy compatible worker found. Queue Depth: 5393 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,78,hpc,543634,2324,5974,580,52826,91,4,2320,5394,0.65,0.015,0.16
10,queue-depth,68,83,5.8500000000000005,0.0003624800592660904,Least busy compatible worker found. Queue Depth: 5221 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,14,83,hpc,451752,785,5378,154,12936,84,5,770,5222,0.65,0.015,0.16
11,queue-depth,14,64,,0.00043992791324853897,Least busy compatible worker found. Queue Depth: 3587 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,17,64,hpc,304658,3724,4117,-994,-73491,74,7,-6958,3588,0.65,0.015,0.16
12,queue-depth,76,90,624.6500000000001,0.00031168386340141296,Least busy compatible worker found. Queue Depth: 39 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,8,90,cloud,8384,92,131,61,3922,64,1,61,40,1.5,0.08,1.49
13,queue-depth,50,83,78.65,0.00030878791585564613,Least busy compatible worker found. Queue Depth: 5222 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,6,83,hpc,451752,785,5378,143,12012,84,5,715,5223,0.65,0.015,0.16
14,queue-depth,15,64,0.65,0.0002777490299195051,Least busy compatible worker found. Queue Depth: 3588 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,5,64,hpc,304658,3724,4117,-995,-73565,74,7,-6965,3589,0.65,0.015,0.16
15,queue-depth,55,86,16226.6,0.00038750795647501945,Least busy compatible worker found. Queue Depth: 4490 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,15,86,hpc,687888,9016,6744,2096,213812,102,4,8384,4491,0.65,0.015,0.16
16,queue-depth,2,2,0.65,0.000359975965693593,Least busy compatible worker found. Queue Depth: 3849 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,12,2,hpc,251328,390,3927,77,4962,64,5,385,3850,0.65,0.015,0.16
17,queue-depth,97,64,0.65,0.000593370059505105,Least busy compatible worker found. Queue Depth: 3589 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,35,64,hpc,304658,3724,4117,-996,-73639,74,7,-6972,3590,0.65,0.015,0.16
18,queue-depth,51,64,,0.0005154011305421591,Least busy compatible worker found. Queue Depth: 3590 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,33,64,hpc,304658,3724,4117,-996,-73639,74,7,-6972,3591,0.65,0.015,0.16
19,queue-depth,37,88,5.8500000000000005,0.0003283850383013487,Least busy compatible worker found. Queue Depth: 9 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,12,88,cloud,960,0,15,3,222,64,0,0,10,1.5,0.08,1.49
20,queue-depth,5,35,,0.0002468798775225878,Least busy compatible worker found. Queue Depth: 0 jobs.,READY,SUCCESS,SelectionStatus.SELECTED,4,35,standalone,26,0,1,1,23,26,0,0,1,0.12,0.01,0.44
21,queue-depth,32,64,0.65,0.00034883408807218075,Least busy compatible worker found. Queue Depth: 3591 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,18,64,hpc,304658,3724,4117,-997,-73713,74,7,-6979,3592,0.65,0.015,0.16
22,queue-depth,90,64,0.65,0.0002773681189864874,Least busy compatible worker found. Queue Depth: 3592 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,11,64,hpc,304658,3724,4117,-998,-73787,74,7,-6986,3593,0.65,0.015,0.16
23,queue-depth,40,64,,0.000460656825453043,Least busy compatible worker found. Queue Depth: 3593 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,34,64,hpc,304658,3724,4117,-998,-73787,74,7,-6986,3594,0.65,0.015,0.16
24,queue-depth,4,78,0.65,0.0003043601755052805,Least busy compatible worker found. Queue Depth: 5394 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,4,78,hpc,543634,2324,5974,579,52735,91,4,2316,5395,0.65,0.015,0.16
25,queue-depth,49,80,48089.600000000006,0.00023463717661798,Least busy compatible worker found. Queue Depth: 9800 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,80,hpc,1280000,1400,10000,-72,-9216,128,7,-504,9801,0.65,0.015,0.16
26,queue-depth,86,83,0.65,0.0002662171609699726,Least busy compatible worker found. Queue Depth: 5223 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,83,hpc,451752,785,5378,142,11928,84,5,710,5224,0.65,0.015,0.16
27,queue-depth,98,2,0.65,0.0002715969458222389,Least busy compatible worker found. Queue Depth: 3850 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,2,hpc,251328,390,3927,76,4898,64,5,380,3851,0.65,0.015,0.16
28,queue-depth,89,2,765196.25,0.00038323993794620037,Least busy compatible worker found. Queue Depth: 3851 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,9,2,hpc,251328,390,3927,-1009,-64542,64,5,-5045,3852,0.65,0.015,0.16
29,queue-depth,67,10,1.3,0.00025719008408486843,Least busy compatible worker found. Queue Depth: 8363 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,10,hpc,1255776,12200,9888,1524,193615,127,8,12192,8364,0.65,0.015,0.16
