,strategy,prompt_id,worker,cost,latency,reasoning,actual_verdict,status,selection_status,contenders,worker_worker_id,worker_archetype,worker_total_cores,worker_total_gpus,worker_total_nodes,worker_available_nodes,worker_available_cores,worker_cores_per_node,worker_gpus_per_node,worker_available_gpus,worker_queue_depth,worker_pricing_node,worker_pricing_cpu,worker_pricing_gpu
0,soonest,50,83,78.65,0.00030847801826894283,Smallest queue depth: 5221 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,6,83,hpc,451752,785,5378,146,12264,84,5,730,5222,0.65,0.015,0.16
1,soonest,48,23,1.5,0.0002059820108115673,Smallest queue depth: 18 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,23,cloud,7680,102,120,101,6517,64,1,101,19,1.5,0.08,1.49
2,soonest,38,77,,0.00018290802836418152,Smallest queue depth: 0 jobs.,READY,SUCCESS,SelectionStatus.SELECTED,2,77,standalone,16,0,1,1,11,16,0,0,1,0.12,0.01,0.44
3,soonest,36,4,,0.00020147394388914108,Smallest queue depth: 0 jobs.,READY,SUCCESS,SelectionStatus.SELECTED,12,4,standalone,24,0,1,1,17,24,0,0,1,0.12,0.01,0.44
4,soonest,42,5,0.65,0.0002021451946347952,Smallest queue depth: 5947 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,5,5,hpc,654624,5232,6819,871,83621,96,6,5226,5948,0.65,0.015,0.16
5,soonest,71,6,,0.00020409910939633846,Smallest queue depth: 0 jobs.,READY,SUCCESS,SelectionStatus.SELECTED,11,6,standalone,30,0,1,1,16,30,0,0,1,0.12,0.01,0.44
6,soonest,64,100,156702.65000000002,0.00016775005497038364,Smallest queue depth: 5627 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,6,100,hpc,499467,570,5741,-377,-32799,87,5,-1885,5628,0.65,0.015,0.16
7,soonest,57,98,0.65,0.0001577208749949932,Smallest queue depth: 5713 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,98,hpc,602164,4158,6406,692,65048,94,6,4152,5714,0.65,0.015,0.16
8,soonest,43,73,,0.0001438939943909645,Smallest queue depth: 39 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,73,cloud,8128,0,127,88,5676,64,0,0,40,1.5,0.08,1.49
9,soonest,0,94,0.65,0.00024686078540980816,Smallest queue depth: 6457 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,94,hpc,761900,9296,7619,1161,116100,100,8,9288,6458,0.65,0.015,0.16
10,soonest,47,27,0.65,0.00021787500008940697,Smallest queue depth: 7864 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,27,hpc,818448,960,8024,159,16266,102,6,954,7865,0.65,0.015,0.16
11,soonest,4,78,0.65,0.0002235660795122385,Smallest queue depth: 5393 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,4,78,hpc,543634,2324,5974,580,52826,91,4,2320,5394,0.65,0.015,0.16
12,soonest,5,35,,0.0001985090784728527,Smallest queue depth: 0 jobs.,READY,SUCCESS,SelectionStatus.SELECTED,4,35,standalone,26,0,1,1,23,26,0,0,1,0.12,0.01,0.44
13,soonest,37,88,5.8500000000000005,0.0002014541532844305,Smallest queue depth: 9 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,12,88,cloud,960,0,15,3,222,64,0,0,10,1.5,0.08,1.49
14,soonest,9,64,,0.00021505891345441341,Smallest queue depth: 3585 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,9,64,hpc,304658,3724,4117,532,39433,74,7,3724,3586,0.65,0.015,0.16
15,soonest,93,18,,0.00015919306315481663,Smallest queue depth: 7 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,18,cloud,704,0,11,4,309,64,0,0,8,1.5,0.08,1.49
16,soonest,33,64,0.65,0.00021423818543553352,Smallest queue depth: 3586 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,17,64,hpc,304658,3724,4117,531,39359,74,7,3717,3587,0.65,0.015,0.16
17,soonest,55,86,16226.6,0.00021466892212629318,Smallest queue depth: 4490 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,15,86,hpc,687888,9016,6744,2096,213812,102,4,8384,4491,0.65,0.015,0.16
18,soonest,89,2,765196.25,0.00018525286577641964,Smallest queue depth: 3849 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,9,2,hpc,251328,390,3927,-1007,-64414,64,5,-5035,3850,0.65,0.015,0.16
19,soonest,99,83,0.65,0.00015127798542380333,Smallest queue depth: 5222 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,83,hpc,451752,785,5378,145,12180,84,5,725,5223,0.65,0.015,0.16
20,soonest,21,79,473.85,0.00015479489229619503,Smallest queue depth: 6842 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,79,hpc,748604,2556,7268,399,41115,103,6,2394,6843,0.65,0.015,0.16
21,soonest,18,2,3920758.4000000004,0.00016875192523002625,Smallest queue depth: 3850 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,2,hpc,251328,390,3927,-3463,-221598,64,5,-17315,3851,0.65,0.015,0.16
22,soonest,31,64,0.65,0.0002722879871726036,Smallest queue depth: 3587 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,31,64,hpc,304658,3724,4117,530,39285,74,7,3710,3588,0.65,0.015,0.16
23,soonest,6,79,0.65,0.00015864195302128792,Smallest queue depth: 6843 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,79,hpc,748604,2556,7268,398,41012,103,6,2388,6844,0.65,0.015,0.16
24,soonest,15,64,0.65,0.00017761788330972195,Smallest queue depth: 3588 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,5,64,hpc,304658,3724,4117,529,39211,74,7,3703,3589,0.65,0.015,0.16
25,soonest,13,64,,0.0003049911465495825,Smallest queue depth: 3589 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,21,64,hpc,304658,3724,4117,529,39211,74,7,3703,3590,0.65,0.015,0.16
26,soonest,72,86,144809.6,0.00020776479505002499,Smallest queue depth: 4491 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,4,86,hpc,687888,9016,6744,1624,165668,102,4,6496,4492,0.65,0.015,0.16
27,soonest,26,64,0.65,0.0003070039674639702,Smallest queue depth: 3590 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,32,64,hpc,304658,3724,4117,528,39137,74,7,3696,3591,0.65,0.015,0.16
28,soonest,60,73,,0.0002564790192991495,Smallest queue depth: 40 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,23,73,cloud,8128,0,127,88,5676,64,0,0,41,1.5,0.08,1.49
29,soonest,14,64,,0.0002441860269755125,Smallest queue depth: 3591 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,17,64,hpc,304658,3724,4117,528,39137,74,7,3696,3592,0.65,0.015,0.16
30,soonest,98,2,0.65,0.00017794896848499775,Smallest queue depth: 3851 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,2,hpc,251328,390,3927,-3464,-221662,64,5,-17320,3852,0.65,0.015,0.16
31,soonest,86,83,0.65,0.00015963404439389706,Smallest queue depth: 5223 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,83,hpc,451752,785,5378,144,12096,84,5,720,5224,0.65,0.015,0.16
32,soonest,16,3,,0.00014244206249713898,Smallest queue depth: 14 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,3,cloud,1792,0,28,14,922,64,0,0,15,1.5,0.08,1.49
33,soonest,3,86,0.65,0.00021879677660763264,Smallest queue depth: 4492 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,18,86,hpc,687888,9016,6744,1623,165566,102,4,6492,4493,0.65,0.015,0.16
34,soonest,24,98,0.65,0.0001538931392133236,Smallest queue depth: 5714 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,98,hpc,602164,4158,6406,691,64954,94,6,4146,5715,0.65,0.015,0.16
35,soonest,46,46,4056.65,0.0001356780994683504,Smallest queue depth: 8146 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,46,hpc,1002456,2954,8568,343,40131,117,7,2401,8147,0.65,0.015,0.16
36,soonest,27,2,,0.0001731498632580042,Smallest queue depth: 3852 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,7,2,hpc,251328,390,3927,-3464,-221662,64,5,-17320,3853,0.65,0.015,0.16
37,soonest,61,21,0.65,0.00024944497272372246,Smallest queue depth: 0 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,18,21,standalone,20,0,1,0,-10,20,0,0,1,0.12,0.01,0.44
38,soonest,82,98,0.65,0.00015880214050412178,Smallest queue depth: 5715 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,98,hpc,602164,4158,6406,690,64860,94,6,4140,5716,0.65,0.015,0.16
39,soonest,90,64,0.65,0.00017623603343963623,Smallest queue depth: 3592 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,11,64,hpc,304658,3724,4117,527,39063,74,7,3689,3593,0.65,0.015,0.16
40,soonest,81,72,,0.00029244692996144295,Smallest queue depth: 10 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,16,72,cloud,2624,0,41,31,1987,64,0,0,11,1.5,0.08,1.49
41,soonest,40,64,,0.0003141178749501705,Smallest queue depth: 3593 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,34,64,hpc,304658,3724,4117,527,39063,74,7,3689,3594,0.65,0.015,0.16
42,soonest,68,83,5.8500000000000005,0.00021278508938848972,Smallest queue depth: 5224 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,14,83,hpc,451752,785,5378,141,11844,84,5,705,5225,0.65,0.015,0.16
43,soonest,65,64,,0.0002704150974750519,Smallest queue depth: 3594 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,33,64,hpc,304658,3724,4117,527,39063,74,7,3689,3595,0.65,0.015,0.16
44,soonest,28,52,,0.000169272068887949,Smallest queue depth: 0 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,52,standalone,24,0,1,1,14,24,0,0,1,0.12,0.01,0.44
45,soonest,66,78,31.849999999999998,0.00017277896404266357,Smallest queue depth: 5394 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,78,hpc,543634,2324,5974,573,52189,91,4,2292,5395,0.65,0.015,0.16
46,soonest,49,80,48089.600000000006,0.0013176500797271729,Smallest queue depth: 9800 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,80,hpc,1280000,1400,10000,-72,-9216,128,7,-504,9801,0.65,0.015,0.16
47,soonest,35,82,,0.00013969605788588524,Smallest queue depth: 5543 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,82,hpc,497728,113,5656,113,9944,88,1,113,5544,0.65,0.015,0.16
48,soonest,44,3,1.5,0.00012904591858386993,Smallest queue depth: 15 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,3,cloud,1792,0,28,13,858,64,0,0,16,1.5,0.08,1.49
49,soonest,79,16,0.65,0.0001577511429786682,Smallest queue depth: 6589 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,16,hpc,1002588,10270,8643,2053,238235,116,5,10265,6590,0.65,0.015,0.16
50,soonest,20,26,23064.0,0.0002066039014607668,Smallest queue depth: 1 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,15,26,cloud,8384,130,131,6,402,64,1,6,2,1.5,0.08,1.49
51,soonest,97,64,0.65,0.00029418105259537697,Smallest queue depth: 3595 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,35,64,hpc,304658,3724,4117,526,38989,74,7,3682,3596,0.65,0.015,0.16
52,soonest,22,20,0.65,0.00018515205010771751,Smallest queue depth: 5230 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,8,20,hpc,432683,1235,5477,246,19434,79,5,1230,5231,0.65,0.015,0.16
53,soonest,87,78,0.65,0.0001575099304318428,Smallest queue depth: 5395 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,78,hpc,543634,2324,5974,572,52098,91,4,2288,5396,0.65,0.015,0.16
54,soonest,17,64,0.65,0.00019205594435334206,Smallest queue depth: 3596 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,7,64,hpc,304658,3724,4117,525,38915,74,7,3675,3597,0.65,0.015,0.16
55,soonest,84,100,0.65,0.0002334550954401493,Smallest queue depth: 5628 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,100,hpc,499467,570,5741,-378,-32886,87,5,-1890,5629,0.65,0.015,0.16
56,soonest,2,2,0.65,0.000220439862459898,Smallest queue depth: 3853 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,12,2,hpc,251328,390,3927,-3465,-221726,64,5,-17325,3854,0.65,0.015,0.16
57,soonest,92,96,,0.00017342017963528633,Smallest queue depth: 5576 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,96,hpc,687456,8208,6944,1368,135432,99,6,8208,5577,0.65,0.015,0.16
58,soonest,11,96,13456625.0,0.00018692598678171635,Smallest queue depth: 5577 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,4,96,hpc,687456,8208,6944,-3182,-315018,99,6,-19092,5578,0.65,0.015,0.16
59,soonest,25,50,,0.00015858211554586887,Smallest queue depth: 24 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,6,50,cloud,7744,0,121,97,6231,64,0,0,25,1.5,0.08,1.49
60,soonest,63,97,20594.600000000002,0.00016374210827052593,Smallest queue depth: 5295 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,97,hpc,717600,8025,6900,1427,148423,104,5,7135,5296,0.65,0.015,0.16
61,soonest,23,5,0.65,0.00014304299838840961,Smallest queue depth: 5948 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,5,hpc,654624,5232,6819,870,83525,96,6,5220,5949,0.65,0.015,0.16
62,soonest,34,1,0.65,0.00013604899868369102,Smallest queue depth: 6232 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,1,hpc,638911,4734,7021,788,71708,91,6,4728,6233,0.65,0.015,0.16
63,soonest,41,77,,0.00016032601706683636,Smallest queue depth: 1 jobs.,READY,SUCCESS,SelectionStatus.SELECTED,1,77,standalone,16,0,1,1,11,16,0,0,2,0.12,0.01,0.44
64,soonest,39,64,,0.00025405408814549446,Smallest queue depth: 3597 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,34,64,hpc,304658,3724,4117,525,38915,74,7,3675,3598,0.65,0.015,0.16
65,soonest,58,78,0.65,0.0001170129980891943,Smallest queue depth: 5396 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,78,hpc,543634,2324,5974,571,52007,91,4,2284,5397,0.65,0.015,0.16
66,soonest,83,2,2.6,0.00016599614173173904,Smallest queue depth: 3854 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,7,2,hpc,251328,390,3927,-3467,-221854,64,5,-17335,3855,0.65,0.015,0.16
67,soonest,62,64,29767.399999999998,0.00018601492047309875,Smallest queue depth: 3598 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,9,64,hpc,304658,3724,4117,311,23079,74,7,2177,3599,0.65,0.015,0.16
68,soonest,74,64,1511656.25,0.00025259098038077354,Smallest queue depth: 3599 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,26,64,hpc,304658,3724,4117,-1214,-89771,74,7,-8498,3600,0.65,0.015,0.16
69,soonest,75,97,0.65,0.00016670790500938892,Smallest queue depth: 5296 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,5,97,hpc,717600,8025,6900,1426,148319,104,5,7130,5297,0.65,0.015,0.16
70,soonest,91,28,0.65,0.0001578310038894415,Smallest queue depth: 5767 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,28,hpc,808562,11557,7418,1650,179917,109,7,11550,5768,0.65,0.015,0.16
71,soonest,1,19,,0.00024626986123621464,Smallest queue depth: 0 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,4,19,standalone,20,0,1,1,7,20,0,0,1,0.12,0.01,0.44
72,soonest,94,97,1.3,0.00021624192595481873,Smallest queue depth: 5297 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,4,97,hpc,717600,8025,6900,1424,148111,104,5,7120,5298,0.65,0.015,0.16
73,soonest,30,64,0.65,0.00022181193344295025,Smallest queue depth: 3600 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,8,64,hpc,304658,3724,4117,-1215,-89845,74,7,-8505,3601,0.65,0.015,0.16
74,soonest,53,64,0.65,0.00041400897316634655,Smallest queue depth: 3601 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,38,64,hpc,304658,3724,4117,-1216,-89919,74,7,-8512,3602,0.65,0.015,0.16
75,soonest,67,10,0.65,0.0001745019108057022,Smallest queue depth: 8363 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,10,hpc,1255776,12200,9888,1524,193615,127,8,12192,8364,0.65,0.015,0.16
76,soonest,45,28,,0.00017484300769865513,Smallest queue depth: 5768 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,4,28,hpc,808562,11557,7418,1650,179917,109,7,11550,5769,0.65,0.015,0.16
77,soonest,77,2,1.3,0.00029096403159201145,Smallest queue depth: 3855 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,12,2,hpc,251328,390,3927,-3469,-221982,64,5,-17345,3856,0.65,0.015,0.16
78,soonest,10,86,5776134.65,0.00019288808107376099,Smallest queue depth: 4493 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,86,hpc,687888,9016,6744,-1358,-138496,102,4,-5432,4494,0.65,0.015,0.16
79,soonest,52,89,0.65,0.00022579007782042027,Smallest queue depth: 70 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,15,89,cloud,8704,66,136,65,4201,64,1,65,71,1.5,0.08,1.49
80,soonest,69,5,1.3,0.0001905430108308792,Smallest queue depth: 5949 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,5,hpc,654624,5232,6819,869,83429,96,6,5214,5950,0.65,0.015,0.16
81,soonest,19,78,0.65,0.00026081688702106476,Smallest queue depth: 5397 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,78,hpc,543634,2324,5974,570,51916,91,4,2280,5398,0.65,0.015,0.16
82,soonest,76,90,624.6500000000001,0.00027952203527092934,Smallest queue depth: 39 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,8,90,cloud,8384,92,131,61,3922,64,1,61,40,1.5,0.08,1.49
83,soonest,56,82,1.3,0.00018518301658332348,Smallest queue depth: 5544 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,82,hpc,497728,113,5656,105,9240,88,1,105,5545,0.65,0.015,0.16
84,soonest,51,64,,0.0002840808592736721,Smallest queue depth: 3602 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,33,64,hpc,304658,3724,4117,-1216,-89919,74,7,-8512,3603,0.65,0.015,0.16
85,soonest,70,68,13106.6,0.00021197390742599964,Smallest queue depth: 8800 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,68,hpc,1212498,4938,9623,681,85877,126,6,4086,8801,0.65,0.015,0.16
86,soonest,73,64,0.65,0.0002563679590821266,Smallest queue depth: 3603 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,22,64,hpc,304658,3724,4117,-1217,-89993,74,7,-8519,3604,0.65,0.015,0.16
87,soonest,32,64,0.65,0.00024790200404822826,Smallest queue depth: 3604 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,18,64,hpc,304658,3724,4117,-1218,-90067,74,7,-8526,3605,0.65,0.015,0.16
