,strategy,prompt_id,worker,cost,latency,reasoning,actual_verdict,status,selection_status,contenders,worker_worker_id,worker_archetype,worker_total_cores,worker_total_gpus,worker_total_nodes,worker_available_nodes,worker_available_cores,worker_cores_per_node,worker_gpus_per_node,worker_available_gpus,worker_queue_depth,worker_pricing_node,worker_pricing_cpu,worker_pricing_gpu
0,queue-depth,9,64,,0.0005023069679737091,Least busy compatible worker found. Queue Depth: 3585 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,9,64,hpc,304658,3724,4117,532,39433,74,7,3724,3586,0.65,0.015,0.16
1,queue-depth,74,64,1511656.25,0.0005965568125247955,Least busy compatible worker found. Queue Depth: 3586 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,26,64,hpc,304658,3724,4117,-993,-73417,74,7,-6951,3587,0.65,0.015,0.16
2,queue-depth,51,64,,0.0005296398885548115,Least busy compatible worker found. Queue Depth: 3587 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,33,64,hpc,304658,3724,4117,-993,-73417,74,7,-6951,3588,0.65,0.015,0.16
3,queue-depth,24,98,0.65,0.00022218283265829086,Least busy compatible worker found. Queue Depth: 5713 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,98,hpc,602164,4158,6406,692,65048,94,6,4152,5714,0.65,0.015,0.16
4,queue-depth,75,97,0.65,0.00025286199524998665,Least busy compatible worker found. Queue Depth: 5295 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,5,97,hpc,717600,8025,6900,1604,166831,104,5,8020,5296,0.65,0.015,0.16
5,queue-depth,45,28,,0.00022463803179562092,Least busy compatible worker found. Queue Depth: 5767 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,4,28,hpc,808562,11557,7418,1651,180026,109,7,11557,5768,0.65,0.015,0.16
6,queue-depth,15,64,0.65,0.0003821980208158493,Least busy compatible worker found. Queue Depth: 3588 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,5,64,hpc,304658,3724,4117,-994,-73491,74,7,-6958,3589,0.65,0.015,0.16
7,queue-depth,86,83,0.65,0.0002152901142835617,Least busy compatible worker found. Queue Depth: 5221 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,83,hpc,451752,785,5378,156,13104,84,5,780,5222,0.65,0.015,0.16
8,queue-depth,14,64,,0.00032805604860186577,Least busy compatible worker found. Queue Depth: 3589 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,17,64,hpc,304658,3724,4117,-994,-73491,74,7,-6958,3590,0.65,0.015,0.16
9,queue-depth,44,3,1.5,0.000244717113673687,Least busy compatible worker found. Queue Depth: 14 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,1,3,cloud,1792,0,28,13,858,64,0,0,15,1.5,0.08,1.49
10,queue-depth,73,64,0.65,0.00037512509152293205,Least busy compatible worker found. Queue Depth: 3590 jobs.,BUSY,SUCCESS,SelectionStatus.SELECTED,22,64,hpc,304658,3724,4117,-995,-73565,74,7,-6965,3591,0.65,0.015,0.16
