,strategy,prompt_id,worker,cost,latency,reasoning,actual_verdict,status,selection_status,contenders,worker_worker_id,worker_archetype,worker_total_cores,worker_total_gpus,worker_total_nodes,worker_available_nodes,worker_available_cores,worker_cores_per_node,worker_gpus_per_node,worker_available_gpus,worker_queue_depth,worker_pricing_node,worker_pricing_cpu,worker_pricing_gpu
0,agentic,92,96,,2.4818849798757583,"Cluster 96 has pymatgen, 6 GPUs per node, and the shortest queue depth among busy clusters that meet the requirements.",BUSY,SUCCESS,SelectionStatus.SELECTED,3,96,hpc,687456.0,8208.0,6944.0,1368.0,135432.0,99.0,6.0,8208.0,5577.0,0.65,0.015,0.16
1,agentic,77,54,0.65,1.8523285000119358,Closest match in terms of resources (GCC and GPUs) even though it's busy.,BUSY,SUCCESS,SelectionStatus.SELECTED,12,54,hpc,1121456.0,1504.0,9424.0,187.0,22253.0,119.0,8.0,1496.0,9237.0,0.65,0.015,0.16
2,agentic,26,64,0.65,1.65908274310641,All READY clusters are actually BUSY. Selected the best available BUSY cluster based on smallest queue depth and suitable hardware/software.,BUSY,SUCCESS,SelectionStatus.SELECTED,32,64,hpc,304658.0,3724.0,4117.0,531.0,39359.0,74.0,7.0,3717.0,3586.0,0.65,0.015,0.16
3,agentic,98,2,0.65,1.0597044120077044,Cluster 2 has the lowest queue depth and best GPU match.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,2,hpc,251328.0,390.0,3927.0,77.0,4962.0,64.0,5.0,385.0,3850.0,0.65,0.015,0.16
4,agentic,40,83,,3.4347653198055923,"Smallest queue depth among clusters with the required software and hardware (PyTorch, low-latency MPI).",BUSY,SUCCESS,SelectionStatus.SELECTED,34,83,hpc,451752.0,785.0,5378.0,157.0,13188.0,84.0,5.0,785.0,5222.0,0.65,0.015,0.16
5,agentic,44,,,1.0568901679944247,All selection strategies failed. AgenticSelector: No clusters available to evaluate.,,REJECTED,SelectionStatus.REJECTED,1,,,,,,,,,,,,,,
6,agentic,94,25,1.3,1.7711026479955763,"Closest match for gpcnet and GPU requirement, despite being BUSY.",BUSY,SUCCESS,SelectionStatus.SELECTED,4,25,hpc,1071720.0,20728.0,8931.0,2590.0,310855.0,120.0,8.0,20720.0,6341.0,0.65,0.015,0.16
7,agentic,55,25,16226.6,1.6347750378772616,Cluster is READY and meets the hardware and software requirements.,BUSY,SUCCESS,SelectionStatus.SELECTED,15,25,hpc,1071720.0,20728.0,8931.0,2432.0,291895.0,120.0,8.0,19456.0,6342.0,0.65,0.015,0.16
8,agentic,76,44,1441.5,1.9384477350395173,"All clusters are busy, but cluster 44 appears to be the least busy and has the correct hardware architecture (AMD GPUs, Omnipath, and Lustre).",BUSY,SUCCESS,SelectionStatus.SELECTED,8,44,hpc,629424.0,2244.0,6696.0,717.0,67441.0,94.0,3.0,2151.0,5949.0,0.65,0.015,0.16
9,agentic,79,7,0.65,3.40431561996229,"Cluster 7 has the requested hardware and horovod <= 0.2.13 available in a conda environment, which satisfies the user's software requirement. Although BUSY, it's the best available option.",BUSY,SUCCESS,SelectionStatus.SELECTED,3,7,hpc,1112274.0,1092.0,9117.0,181.0,22082.0,122.0,6.0,1086.0,8936.0,0.65,0.015,0.16
10,agentic,25,74,,2.7289256111253053,Lowest queue depth among clusters meeting hardware and MPI requirements.,BUSY,SUCCESS,SelectionStatus.SELECTED,6,74,hpc,1102800.0,7376.0,9190.0,922.0,110640.0,120.0,8.0,7376.0,8269.0,0.65,0.015,0.16
11,agentic,28,41,,1.6946894000284374,"Both clusters are BUSY, but cluster 41 has more available GPUs and cores.",READY,SUCCESS,SelectionStatus.SELECTED,3,41,hpc,1271296.0,6040.0,9932.0,755.0,96640.0,128.0,8.0,6040.0,9178.0,0.65,0.015,0.16
12,agentic,45,28,,1.1017449421342462,"All clusters are busy, but cluster 28 has the shortest queue.",BUSY,SUCCESS,SelectionStatus.SELECTED,4,28,hpc,808562.0,11557.0,7418.0,1651.0,180026.0,109.0,7.0,11557.0,5768.0,0.65,0.015,0.16
13,agentic,75,97,0.65,2.0053409549873322,"Shortest queue of BUSY clusters, has Omnipath, NFS, OpenMPI",BUSY,SUCCESS,SelectionStatus.SELECTED,5,97,hpc,717600.0,8025.0,6900.0,1604.0,166831.0,104.0,5.0,8020.0,5296.0,0.65,0.015,0.16
14,agentic,13,46,,1.9217615851666778,"Best match because queue is empty, osu-benchmarks is available, and hardware requirements are met.",BUSY,SUCCESS,SelectionStatus.SELECTED,21,46,hpc,1002456.0,2954.0,8568.0,422.0,49374.0,117.0,7.0,2954.0,8147.0,0.65,0.015,0.16
15,agentic,53,100,0.65,2.5408635430503637,"Cluster 100 is READY and fulfills all requirements, including podman, omnipath, NFS, and low-latency MPICH. The CPU load is acceptable.",BUSY,SUCCESS,SelectionStatus.SELECTED,38,100,hpc,499467.0,570.0,5741.0,113.0,9831.0,87.0,5.0,565.0,5628.0,0.65,0.015,0.16
