,strategy,prompt_id,worker,cost,latency,reasoning,actual_verdict,status,selection_status,contenders,worker_worker_id,worker_archetype,worker_total_cores,worker_total_gpus,worker_total_nodes,worker_available_nodes,worker_available_cores,worker_cores_per_node,worker_gpus_per_node,worker_available_gpus,worker_queue_depth,worker_pricing_node,worker_pricing_cpu,worker_pricing_gpu
0,agentic-cost,3,16,0.65,2.032157354056835,Lowest queue depth among clusters with all requirements satisfied.,BUSY,SUCCESS,SelectionStatus.SELECTED,18,16,hpc,1002588.0,10270.0,8643.0,2053.0,238235.0,116.0,5.0,10265.0,6590.0,0.65,0.015,0.16
1,agentic-cost,15,48,0.65,1.1267051380127668,All clusters are busy and require user installation of trl. Cluster 48 has the shortest queue.,BUSY,SUCCESS,SelectionStatus.SELECTED,5,48,hpc,684881.0,1647.0,6781.0,548.0,55348.0,101.0,3.0,1644.0,6233.0,0.65,0.015,0.16
2,agentic-cost,67,10,1.3,1.843503416981548,"Cluster 10 has the requested MAGMA version and the correct number of GPUs (8 per node), unlike Cluster 68 which only has 6. Despite being BUSY, Cluster 10 is the better hardware match.",BUSY,SUCCESS,SelectionStatus.SELECTED,2,10,hpc,1255776.0,12200.0,9888.0,1524.0,193615.0,127.0,8.0,12192.0,8364.0,0.65,0.015,0.16
3,agentic-cost,46,,,0.9990732420701534,All selection strategies failed. AgenticSelector: No proposals were provided.,,REJECTED,SelectionStatus.REJECTED,1,,,,,,,,,,,,,,
4,agentic-cost,48,,,1.2184797849040478,All selection strategies failed. AgenticSelector: No clusters available to evaluate.,,REJECTED,SelectionStatus.REJECTED,1,,,,,,,,,,,,,,
5,agentic-cost,64,98,156702.65000000002,1.6191335101611912,Cluster 98 is the only cluster reporting to have the requested torchvision version and appears to have the resources to run the job immediately.,BUSY,SUCCESS,SelectionStatus.SELECTED,6,98,hpc,602164.0,4158.0,6406.0,202.0,18988.0,94.0,6.0,1212.0,5714.0,0.65,0.015,0.16
6,agentic-cost,9,64,,3.14222047990188,"Cluster 64 has the shortest queue and meets all software/hardware requirements, including MPICH with OFI support for low latency.",BUSY,SUCCESS,SelectionStatus.SELECTED,9,64,hpc,304658.0,3724.0,4117.0,532.0,39433.0,74.0,7.0,3724.0,3586.0,0.65,0.015,0.16
7,agentic-cost,86,42,0.65,2.0363376610912383,"Cluster 42 offers more free GPUs and uses Spack, allowing the user to potentially install patsy. It is the best option among the BUSY clusters.",BUSY,SUCCESS,SelectionStatus.SELECTED,2,42,hpc,768200.0,1071.0,7682.0,152.0,15200.0,100.0,7.0,1064.0,7530.0,0.65,0.015,0.16
8,agentic-cost,76,44,624.6500000000001,2.4872090280987322,Least busy HPC cluster with the requested hardware and software. Conda version not verified but assumed to be manageable by the user.,BUSY,SUCCESS,SelectionStatus.SELECTED,8,44,hpc,629424.0,2244.0,6696.0,717.0,67441.0,94.0,3.0,2151.0,5949.0,0.65,0.015,0.16
9,agentic-cost,2,9,0.65,1.999061700887978,"Cluster 9 has rajaperf version 884.2026.8 installed with MPI, OpenMPI supports UCX, but the queue is very long.",BUSY,SUCCESS,SelectionStatus.SELECTED,12,9,hpc,489201.0,1254.0,5623.0,417.0,36352.0,87.0,3.0,1251.0,5206.0,0.65,0.015,0.16
10,agentic-cost,81,74,,2.0226178511511534,"Lowest queue depth, sufficient resources and amg2023 available.",BUSY,SUCCESS,SelectionStatus.SELECTED,16,74,hpc,1102800.0,7376.0,9190.0,922.0,110640.0,120.0,8.0,7376.0,8269.0,0.65,0.015,0.16
11,agentic-cost,56,42,5.2,1.6844983450137079,"Closest match in terms of GPUs and software, and includes Lustre support. It is BUSY but has the most of the requested requirements.",BUSY,SUCCESS,SelectionStatus.SELECTED,3,42,hpc,768200.0,1071.0,7682.0,150.0,15000.0,100.0,7.0,1050.0,7531.0,0.65,0.015,0.16
12,agentic-cost,31,20,0.65,1.658746429020539,Lowest queue depth and provides requested nfs storage.,BUSY,SUCCESS,SelectionStatus.SELECTED,31,20,hpc,432683.0,1235.0,5477.0,246.0,19434.0,79.0,5.0,1230.0,5231.0,0.65,0.015,0.16
13,agentic-cost,90,64,0.65,2.646307135000825,"Least busy cluster based on queue depth, and satisfies hardware/software requirements.",BUSY,SUCCESS,SelectionStatus.SELECTED,11,64,hpc,304658.0,3724.0,4117.0,531.0,39359.0,74.0,7.0,3717.0,3587.0,0.65,0.015,0.16
14,agentic-cost,91,,,2.073945428011939,"All selection strategies failed. AgenticSelector: Does not have the requested cmake version, only 3.23.1. Cluster is very busy.",,REJECTED,SelectionStatus.REJECTED,2,,,,,,,,,,,,,,
15,agentic-cost,39,,,3.3561620030086488,"All selection strategies failed. AgenticSelector: Although BUSY, this cluster meets the requirements and has the lowest queue depth.",,REJECTED,SelectionStatus.REJECTED,34,,,,,,,,,,,,,,
16,agentic-cost,43,79,,1.3681612750515342,Meets GPU and MPI requirements; h5py can potentially be installed.,BUSY,SUCCESS,SelectionStatus.SELECTED,2,79,hpc,748604.0,2556.0,7268.0,426.0,43896.0,103.0,6.0,2556.0,6843.0,0.65,0.015,0.16
17,agentic-cost,5,2,,1.975276063196361,"All clusters are BUSY, but cluster 2 has the smallest queue depth.",BUSY,SUCCESS,SelectionStatus.SELECTED,4,2,hpc,251328.0,390.0,3927.0,78.0,5026.0,64.0,5.0,390.0,3850.0,0.65,0.015,0.16
18,agentic-cost,26,64,0.65,2.579648938961327,All READY clusters were lying. Cluster 64 has the shortest queue.,BUSY,SUCCESS,SelectionStatus.SELECTED,32,64,hpc,304658.0,3724.0,4117.0,530.0,39285.0,74.0,7.0,3710.0,3588.0,0.65,0.015,0.16
19,agentic-cost,79,7,0.65,1.2855063062161207,Matches hardware and software with lowest queue depth.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,7,hpc,1112274.0,1092.0,9117.0,181.0,22082.0,122.0,6.0,1086.0,8936.0,0.65,0.015,0.16
20,agentic-cost,21,27,473.85,1.512352580903098,"Cluster 27 has networkx available and meets the minimum hardware requirements, even though it is BUSY.",BUSY,SUCCESS,SelectionStatus.SELECTED,3,27,hpc,818448.0,960.0,8024.0,133.0,13614.0,102.0,6.0,798.0,7865.0,0.65,0.015,0.16
21,agentic-cost,49,,,1.320781070040539,"All selection strategies failed. AgenticSelector: Cluster 80 does not meet the GPU requirements and has a very high queue depth, which would result in long wait times. No cluster matches the request.",,REJECTED,SelectionStatus.REJECTED,1,,,,,,,,,,,,,,
22,agentic-cost,60,64,,1.543057780014351,Shortest queue depth and meets the hardware requirements.,BUSY,SUCCESS,SelectionStatus.SELECTED,23,64,hpc,304658.0,3724.0,4117.0,530.0,39285.0,74.0,7.0,3710.0,3589.0,0.65,0.015,0.16
23,agentic-cost,52,41,0.65,2.695318667916581,Shortest queue length among candidates with suitable hardware. User must install ClearML.,BUSY,SUCCESS,SelectionStatus.SELECTED,15,41,hpc,1271296.0,6040.0,9932.0,754.0,96512.0,128.0,8.0,6032.0,9178.0,0.65,0.015,0.16
24,agentic-cost,84,54,0.65,1.3681789219845086,"Best match for hardware and software requirements, Scanpy 3.7.4 available. Queue depth is less.",BUSY,SUCCESS,SelectionStatus.SELECTED,3,54,hpc,1121456.0,1504.0,9424.0,187.0,22253.0,119.0,8.0,1496.0,9237.0,0.65,0.015,0.16
