,strategy,prompt_id,worker,cost,latency,reasoning,actual_verdict,status,selection_status,contenders,worker_worker_id,worker_archetype,worker_total_cores,worker_total_gpus,worker_total_nodes,worker_available_nodes,worker_available_cores,worker_cores_per_node,worker_gpus_per_node,worker_available_gpus,worker_queue_depth,worker_pricing_node,worker_pricing_cpu,worker_pricing_gpu
0,agentic-cost,42,5,0.65,1.3336351430043578,Lowest queue depth and appropriate containerization tools available with H100 GPUs.,BUSY,SUCCESS,SelectionStatus.SELECTED,5,5,hpc,654624.0,5232.0,6819.0,871.0,83621.0,96.0,6.0,5226.0,5948.0,0.65,0.015,0.16
1,agentic-cost,77,54,1.3,2.5295987399294972,"The cluster has the requested resources (GCC, Lustre, GPUs) and is the cheapest of the options.",BUSY,SUCCESS,SelectionStatus.SELECTED,12,54,hpc,1121456.0,1504.0,9424.0,187.0,22253.0,119.0,8.0,1496.0,9237.0,0.65,0.015,0.16
2,agentic-cost,65,96,,1.8724572309292853,Meets all requirements. Selected from busy clusters due to relatively lower queue depth.,BUSY,SUCCESS,SelectionStatus.SELECTED,33,96,hpc,687456.0,8208.0,6944.0,1368.0,135432.0,99.0,6.0,8208.0,5577.0,0.65,0.015,0.16
3,agentic-cost,3,41,0.65,2.7515293860342354,"All clusters are BUSY, but Cluster 41 has valgrind 3.19.0, low latency MPI, lustre storage and has a low queue depth of 31.",BUSY,SUCCESS,SelectionStatus.SELECTED,18,41,hpc,1271296.0,6040.0,9932.0,754.0,96512.0,128.0,8.0,6032.0,9178.0,0.65,0.015,0.16
4,agentic-cost,71,59,,1.636124704964459,Best match despite being BUSY. Has correct GPUs and low latency MPI support. Relatively lower queue depth.,BUSY,SUCCESS,SelectionStatus.SELECTED,11,59,hpc,953465.0,5556.0,8291.0,926.0,106490.0,115.0,6.0,5556.0,7366.0,0.65,0.015,0.16
5,agentic-cost,19,78,0.65,1.187165335053578,"Only option with all requirements, including low latency MPI, even if busy.",BUSY,SUCCESS,SelectionStatus.SELECTED,1,78,hpc,543634.0,2324.0,5974.0,580.0,52826.0,91.0,4.0,2320.0,5394.0,0.65,0.015,0.16
6,agentic-cost,55,45,16226.6,2.3164044939912856,"The cluster has the requested stream version, GPUs, and low latency MPI. It also has the lowest reported queue depth among busy clusters.",BUSY,SUCCESS,SelectionStatus.SELECTED,15,45,hpc,991300.0,8148.0,8620.0,1006.0,115690.0,115.0,7.0,7042.0,7457.0,0.65,0.015,0.16
7,agentic-cost,72,,,1.1845294281374663,All selection strategies failed. AgenticSelector: No clusters have the requested software and all are busy.,,REJECTED,SelectionStatus.REJECTED,4,,,,,,,,,,,,,,
8,agentic-cost,49,80,48089.600000000006,2.6591431370470673,"Only cluster proposed. While BUSY and with one fewer GPU than requested, it has resources available.",BUSY,SUCCESS,SelectionStatus.SELECTED,1,80,hpc,1280000.0,1400.0,10000.0,-72.0,-9216.0,128.0,7.0,-504.0,9801.0,0.65,0.015,0.16
9,agentic-cost,31,64,0.65,3.0436760468874127,"Although marked READY, all such clusters are ACTUALLY busy. Cluster 64 has the lowest queue depth with suitable software and hardware.",BUSY,SUCCESS,SelectionStatus.SELECTED,31,64,hpc,304658.0,3724.0,4117.0,531.0,39359.0,74.0,7.0,3717.0,3586.0,0.65,0.015,0.16
10,agentic-cost,35,,,1.0592974841129035,All selection strategies failed. AgenticSelector: No clusters available to evaluate.,,REJECTED,SelectionStatus.REJECTED,1,,,,,,,,,,,,,,
11,agentic-cost,26,64,0.65,2.7719201899599284,Matches the request and has the shortest queue of BUSY systems.,BUSY,SUCCESS,SelectionStatus.SELECTED,32,64,hpc,304658.0,3724.0,4117.0,530.0,39285.0,74.0,7.0,3710.0,3587.0,0.65,0.015,0.16
12,agentic-cost,15,48,0.65,2.237833969993517,Matches hardware requirements. Lowest queue depth among BUSY clusters.,BUSY,SUCCESS,SelectionStatus.SELECTED,5,48,hpc,684881.0,1647.0,6781.0,548.0,55348.0,101.0,3.0,1644.0,6233.0,0.65,0.015,0.16
13,agentic-cost,74,25,1511656.25,2.067505970131606,"Matches all requirements, and has lower queue depth than other matching clusters.",BUSY,SUCCESS,SelectionStatus.SELECTED,26,25,hpc,1071720.0,20728.0,8931.0,1066.0,127975.0,120.0,8.0,8528.0,6341.0,0.65,0.015,0.16
14,agentic-cost,87,78,0.65,1.3210457081440836,"Cluster has the requested GPUs and ethernet, but a large number of jobs are pending in the queue. It is the only cluster proposed.",BUSY,SUCCESS,SelectionStatus.SELECTED,1,78,hpc,543634.0,2324.0,5974.0,579.0,52735.0,91.0,4.0,2316.0,5395.0,0.65,0.015,0.16
15,agentic-cost,89,25,765196.25,2.128046831814572,"Best available option, matching software and hardware requirements, despite being BUSY.",BUSY,SUCCESS,SelectionStatus.SELECTED,9,25,hpc,1071720.0,20728.0,8931.0,-19.0,-2225.0,120.0,8.0,-152.0,6342.0,0.65,0.015,0.16
16,agentic-cost,45,79,,4.1374460209626704,All clusters are BUSY. Cluster 79 has lower queue depth than Cluster 27 and supports low latency MPI.,BUSY,SUCCESS,SelectionStatus.SELECTED,4,79,hpc,748604.0,2556.0,7268.0,426.0,43896.0,103.0,6.0,2556.0,6843.0,0.65,0.015,0.16
17,agentic-cost,79,7,0.65,1.270778115838766,Lowest queue depth and has horovod version in conda environment.,BUSY,SUCCESS,SelectionStatus.SELECTED,3,7,hpc,1112274.0,1092.0,9117.0,181.0,22082.0,122.0,6.0,1086.0,8936.0,0.65,0.015,0.16
18,agentic-cost,46,,,1.0713831600733101,All selection strategies failed. AgenticSelector: No clusters available.,,REJECTED,SelectionStatus.REJECTED,1,,,,,,,,,,,,,,
19,agentic-cost,43,79,,1.4141608560457826,"The cluster closely matches hardware and software requirements, and the absence of h5py can be resolved.",BUSY,SUCCESS,SelectionStatus.SELECTED,2,79,hpc,748604.0,2556.0,7268.0,426.0,43896.0,103.0,6.0,2556.0,6844.0,0.65,0.015,0.16
